City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,mugia,43.1041,-9.2179,19.95,98,82,3.03,ES,1723867375
363,kamphaeng phet,16.25,99.5,27.87,80,100,2.53,TH,1723867377
364,kidal,18.4411,1.4078,28.94,61,100,6.01,ML,1723867378
365,northam,51.0333,-4.2167,15.34,83,45,3.1,GB,1723867380
366,ponta grossa,-25.095,-50.1619,15.4,49,12,1.0,BR,1723867381
367,nantucket,41.2835,-70.0995,17.06,100,100,3.09,US,1723867383
368,bontang,0.1333,117.5,28.09,73,4,2.01,ID,1723867384
369,lira,2.235,32.9097,17.39,97,100,1.21,UG,1723867385
370,ortona,42.3496,14.4039,23.97,88,86,1.99,IT,1723867387
371,borogontsy,62.6683,131.1683,19.78,31,94,2.68,RU,1723867388
372,bang nam priao,13.8474,101.0531,28.19,81,100,0.31,TH,1723867390
373,kimberley,-28.7323,24.7623,11.83,76,0,5.66,ZA,1723867391
374,gornopravdinsk,60.05,69.9,17.58,68,16,1.78,RU,1723867392
375,champerico,14.3,-91.9167,27.83,77,98,1.76,GT,1723867394
376,kolonia town,6.964,158.206,32.06,74,75,5.14,FM,1723867396
377,gadzhiyevo,69.2551,33.3362,15.52,92,100,4.22,RU,1723867398
378,oodweyne,9.4092,45.064,23.7,51,100,8.9,SO,1723867399
379,zahedan,29.4963,60.8629,29.95,26,0,2.06,IR,1723867401
380,dunkwa,5.9656,-1.78,22.15,91,100,2.0,GH,1723867403
381,cole harbour,44.6724,-63.4751,16.66,94,2,1.03,CA,1723867404
382,whangarei,-35.7317,174.3239,15.31,98,100,5.18,NZ,1723867219
383,kristiansund,63.1115,7.732,13.36,71,100,1.03,NO,1723867409
384,inda silase,14.1031,38.2829,15.08,92,96,1.48,ET,1723867410
385,maun,-19.9833,23.4167,14.98,38,0,2.57,BW,1723867412
386,puerto baquerizo moreno,-0.9,-89.6,20.32,91,84,4.32,EC,1723867414
387,baruun-urt,46.6806,113.2792,25.85,50,51,2.72,MN,1723867416
388,hastings,50.8552,0.5729,15.41,67,0,3.7,GB,1723867187
389,kapa'a,22.0752,-159.319,27.18,76,75,5.14,US,1723867418
390,noumea,-22.2763,166.4572,23.1,72,0,4.31,NC,1723867420
391,puerto real,36.5282,-6.1901,24.03,66,0,5.08,ES,1723867421
392,erseke,40.3378,20.6789,18.86,50,0,2.2,AL,1723867423
393,usinsk,65.9939,57.5281,12.98,78,62,4.86,RU,1723867424
394,samastipur,25.85,85.7833,33.44,55,0,2.78,IN,1723867426
395,usogorsk,63.4106,48.6872,13.99,90,100,2.39,RU,1723867428
396,crane,31.3974,-102.3501,31.83,32,0,5.87,US,1723867429
397,constitucion,-35.3333,-72.4167,8.96,65,100,2.61,CL,1723867431
398,sisimiut,66.9395,-53.6735,3.13,87,32,1.83,GL,1723867434
399,rawson,-43.3002,-65.1023,7.7,72,2,3.34,AR,1723867435
400,aktau,43.65,51.2,24.32,53,0,4.91,KZ,1723867436
401,puerto armuelles,8.2833,-82.8667,27.83,78,100,3.13,PA,1723867230
402,san andres,12.5847,-81.7006,29.01,89,20,2.57,CO,1723867439
403,biryusinsk,55.9634,97.8235,25.2,60,26,4.7,RU,1723867440
404,cooper's town,26.8667,-77.5167,28.26,61,1,5.3,BS,1723867442
405,yuzhno-kurilsk,44.0306,145.8556,15.03,91,100,4.3,RU,1723867443
406,acajutla,13.5928,-89.8275,27.52,81,98,1.93,SV,1723867445
407,seaford,50.7714,0.1027,14.28,91,0,3.32,GB,1723867446
408,fortuna,40.5982,-124.1573,16.63,88,0,3.09,US,1723867447
409,mahina,-17.5065,-149.489,26.87,69,75,3.09,PF,1723867449
410,shiqi,22.5168,113.3852,28.84,88,100,1.96,CN,1723867450
411,ati,13.2154,18.3353,24.33,85,27,3.64,TD,1723867452
412,kayyerkan,69.3786,87.7439,14.84,66,100,2.57,RU,1723867453
413,sakakah,29.9697,40.2064,28.76,33,0,3.21,SA,1723867454
414,pingliang,35.5392,106.6861,25.69,53,4,2.67,CN,1723867457
415,santa ana,33.7456,-117.8678,23.85,82,40,3.6,US,1723866982
416,amungan,15.3652,119.9582,30.46,65,96,2.83,PH,1723867460
417,leua,48.2156,18.6071,19.9,82,28,3.22,SK,1723867461
418,torbat-e heydariyeh,35.274,59.2195,25.38,32,22,4.36,IR,1723867463
419,matoury,4.8483,-52.3317,24.98,94,0,1.03,GF,1723867464
420,bandrele,-12.9067,45.1914,25.86,73,100,6.69,YT,1723867465
421,korsakov,46.6328,142.7813,16.91,83,100,4.95,RU,1723867467
422,faya-largeau,17.9257,19.1043,29.62,61,83,4.75,TD,1723867468
423,aljezur,37.3191,-8.8033,20.76,49,0,3.39,PT,1723867469
424,posto fiscal rolim de moura,-13.0833,-62.2667,26.48,43,50,1.09,BR,1723867471
425,putina,-15.4667,-69.4333,6.04,79,0,1.96,PE,1723867472
426,chibougamau,49.9168,-74.3659,18.79,72,0,1.03,CA,1723867474
427,burgebrach,49.8333,10.75,18.4,86,66,1.13,DE,1723867475
428,smithers,54.7804,-127.1743,20.18,42,20,0.0,CA,1723867477
429,zapala,-38.8992,-70.0544,3.89,36,100,2.4,AR,1723867478
430,la passe,45.5549,-0.8967,19.31,83,99,3.23,FR,1723867480
431,saldanha,-33.0117,17.9442,10.03,77,91,5.62,ZA,1723867481
432,carrizo springs,28.5219,-99.8606,33.97,36,0,3.6,US,1723867482
433,kalispell,48.1958,-114.3129,15.65,87,0,2.06,US,1723867280
434,zandvoort,52.3749,4.5341,15.53,91,0,2.68,NL,1723867485
435,burang,30.25,81.1667,13.88,55,89,1.29,CN,1723867486
436,tambura,5.6,27.4667,20.34,97,99,1.69,SS,1723867488
437,atasu,48.6814,71.6433,22.11,27,100,5.45,KZ,1723867489
438,jwaneng,-24.6004,24.7303,10.76,40,0,4.52,BW,1723867491
439,laojunmiao,39.8333,97.7333,25.11,15,0,4.1,CN,1723867493
440,verkhnevilyuysk,63.4453,120.3167,20.18,37,1,1.72,RU,1723867494
441,constantia,44.1833,28.65,19.38,64,8,1.56,RO,1723867496
442,kumylzhenskaya,49.8809,42.5898,17.13,39,1,4.14,RU,1723867498
443,mount pearl,47.5166,-52.7813,16.19,87,75,6.17,CA,1723867222
444,pedra branca,-5.4542,-39.7172,19.01,45,59,1.31,BR,1723867501
445,mangaratiba,-22.9597,-44.0406,21.65,66,0,2.03,BR,1723867503
446,turpan,42.9333,89.1667,41.87,11,1,3.38,CN,1723867505
447,bonthe,7.5264,-12.505,25.51,82,100,4.74,SL,1723867506
448,remire-montjoly,4.9167,-52.2667,25.02,94,0,1.03,GF,1723867508
449,lamar,33.6668,-95.5836,29.94,67,0,3.09,US,1723867509
450,kalemie,-5.9475,29.1947,23.24,59,1,6.24,CD,1723867511
451,youhao,47.8667,128.8333,30.26,48,100,1.19,CN,1723867512
452,kirando,-7.4167,30.6,21.67,53,1,2.91,TZ,1723867513
453,porto novo,6.4965,2.6036,24.9,90,91,3.38,BJ,1723867515
454,nizhnyaya tavda,57.6731,66.1725,15.19,75,78,2.39,RU,1723867517
455,burao,9.5221,45.5336,23.65,50,100,11.06,SO,1723867518
456,dunay,42.8803,132.3375,19.99,85,86,3.03,RU,1723867520
457,ronne,55.1009,14.7066,18.95,94,75,4.12,DK,1723867521
458,cidreira,-30.1811,-50.2056,15.62,90,100,2.51,BR,1723867523
459,enshi,30.3,109.4833,32.55,56,40,0.48,CN,1723867524
460,buturlinovka,50.8239,40.6092,16.31,52,8,3.1,RU,1723867525
461,antofagasta,-23.65,-70.4,14.6,78,52,1.87,CL,1723867527
462,ataq,14.5377,46.8319,25.66,62,100,4.95,YE,1723867528
463,pavlodar,52.3,76.95,20.89,56,0,3.0,KZ,1723867529
464,saint-pierre,-21.3393,55.4781,21.82,73,0,3.6,RE,1723867531
465,sievi,63.9,24.5,10.81,94,9,1.6,FI,1723867532
466,sambava,-14.2667,50.1667,21.6,77,55,6.07,MG,1723867535
467,bechem,7.0903,-2.025,20.85,95,100,1.71,GH,1723867536
468,ouesso,1.6136,16.0517,20.85,98,78,1.26,CG,1723867537
469,onverwacht,5.5833,-55.1833,26.0,89,5,1.54,SR,1723867539
470,de aar,-30.6497,24.0123,9.44,13,92,2.32,ZA,1723867541
471,portland,45.5234,-122.6762,22.97,62,0,3.6,US,1723867296
472,chengde,40.9725,117.9361,28.25,66,97,0.32,CN,1723867546
473,yangquan,37.8575,113.5633,25.24,73,100,1.57,CN,1723867547
474,tralee,52.2704,-9.7026,10.8,94,29,1.99,IE,1723867548
475,ulsteinvik,62.3432,5.8487,14.31,81,99,6.71,NO,1723867550
476,weno,7.4515,151.8468,28.78,75,61,1.57,FM,1723867551
477,kruisfontein,-34.0033,24.7314,10.99,78,0,4.89,ZA,1723867553
478,san luis,-33.295,-66.3356,8.63,80,91,7.36,AR,1723867555
479,myanaung,18.2833,95.3167,28.18,81,100,1.06,MM,1723867556
480,thames,-37.1333,175.5333,13.03,98,100,2.17,NZ,1723867558
481,tadine,-21.55,167.8833,24.37,67,11,4.01,NC,1723867560
482,petauke,-14.2426,31.3253,16.01,57,0,4.64,ZM,1723867561
483,aldan,58.6031,125.3894,16.69,49,80,2.68,RU,1723867563
484,qaqortoq,60.7167,-46.0333,4.32,82,0,0.56,GL,1723867565
485,andrelandia,-21.7397,-44.3092,15.38,54,0,1.24,BR,1723867566
486,ostersund,63.1792,14.6357,11.45,76,9,3.58,SE,1723867567
487,baikonur,45.6167,63.3167,23.75,36,98,4.22,KZ,1723867569
488,san antonio de pale,-1.4014,5.6325,22.99,85,57,5.18,GQ,1723867570
489,dadukou,26.5479,101.7054,27.25,61,79,0.46,CN,1723867571
490,guarapari,-20.6667,-40.4975,19.34,92,3,4.45,BR,1723867573
491,wamba,8.9333,8.6,20.84,97,99,0.34,NG,1723867574
492,malindi,-3.2175,40.1191,23.85,85,76,5.4,KE,1723867576
493,victoria point,-27.5833,153.3,28.98,40,0,5.61,AU,1723867577
494,khorixas,-20.3667,14.9667,16.01,31,5,1.84,NA,1723867578
495,ardabil,38.2498,48.2933,13.75,94,75,5.14,IR,1723867580
496,jagdalpur,19.0667,82.0333,24.06,91,100,1.27,IN,1723867581
497,mammoth lakes,37.6485,-118.9721,16.4,25,0,2.06,US,1723867543
498,bogdanovich,56.7803,62.0494,12.99,87,100,2.19,RU,1723867584
499,valdivia,-39.8142,-73.2459,1.05,98,8,0.65,CL,1723867586
500,xai-xai,-25.0519,33.6442,14.5,86,0,3.53,MZ,1723867587
501,rangia,26.4667,91.6333,30.3,73,100,1.95,IN,1723867588
502,palikir - national government center,6.9248,158.1611,31.47,74,75,5.14,FM,1723867590
503,toliara,-23.35,43.6667,18.05,77,0,6.69,MG,1723867591
504,brotton,54.5689,-0.9365,12.14,85,1,5.35,GB,1723867592
505,kamaishi,39.2667,141.8833,23.99,92,100,4.43,JP,1723867594
506,dalandzadgad,43.5708,104.425,17.65,57,84,5.9,MN,1723867595
507,santiago de cao,-7.9589,-79.2392,16.07,88,31,2.06,PE,1723867596
508,hengchun,22.0042,120.7439,28.09,78,100,8.29,TW,1723867577
509,nuku'alofa,-21.1333,-175.2,25.19,78,75,4.63,TO,1723867599
510,woolgoolga,-30.1106,153.2007,26.93,46,1,4.65,AU,1723867601
511,trujillo,-8.116,-79.03,15.98,88,28,2.06,PE,1723867602
512,rabigh,22.7986,39.0349,30.98,68,28,5.05,SA,1723867603
513,kerikeri,-35.2268,173.9474,16.62,93,100,4.47,NZ,1723867605
514,kavaratti,10.5669,72.642,25.46,92,100,6.55,IN,1723867606
515,asikkala,61.2167,25.5,15.12,91,29,1.76,FI,1723867608
516,toccoa,34.5773,-83.3324,21.77,94,75,2.06,US,1723867344
517,nizao,18.25,-70.2,26.49,84,100,2.99,DO,1723867610
518,nema,57.5067,50.5011,14.51,83,56,4.6,RU,1723867614
519,calvinia,-31.4707,19.776,7.25,54,31,1.94,ZA,1723867615
520,chilecito,-29.1619,-67.4974,9.84,52,34,2.82,AR,1723867617
521,itoman,26.1247,127.6694,34.01,60,40,5.14,JP,1723867618
522,saint-philippe,-21.3585,55.7679,21.65,80,39,4.91,RE,1723867619
523,olovyannaya,50.95,115.5667,24.75,45,100,1.07,RU,1723867621
524,mossel bay,-34.1831,22.146,11.86,83,0,3.26,ZA,1723867623
525,kudahuvadhoo,2.6708,72.8944,28.58,76,100,7.95,MV,1723867625
526,la ronge,55.1001,-105.2842,16.52,55,100,2.48,CA,1723867627
527,sihanoukville,10.6093,103.5296,29.97,84,40,4.63,KH,1723867628
528,gotsucho,35.0,132.2167,29.2,66,91,5.69,JP,1723867630
529,tsevie,6.4261,1.2133,22.84,86,95,3.96,TG,1723867631
530,kailua-kona,19.6406,-155.9956,29.77,73,100,3.6,US,1723867370
531,perene,-10.9492,-75.2261,21.73,69,12,1.25,PE,1723867634
532,eirunepe,-6.6603,-69.8736,22.62,82,70,1.45,BR,1723867635
533,jindabyne,-36.4167,148.6333,9.21,65,36,3.13,AU,1723867637
534,queenstown,-31.8976,26.8753,9.44,17,0,3.03,ZA,1723867638
535,diego de almagro,-26.3667,-70.05,13.89,32,100,1.24,CL,1723867640
536,formosa do rio preto,-11.0483,-45.1931,23.3,48,63,2.19,BR,1723867642
537,okha,53.5739,142.9478,13.65,94,100,5.82,RU,1723867643
538,puerto princesa,9.7392,118.7353,31.99,74,20,5.14,PH,1723867645
539,kitob,39.0843,66.8332,31.51,27,0,1.84,UZ,1723867646
540,polovinnoye,54.7914,65.9864,13.45,85,100,3.35,RU,1723867648
541,al khaburah,23.9886,57.0984,30.38,78,97,1.26,OM,1723867649
542,pointe-noire,-4.7761,11.8635,21.27,95,36,2.13,CG,1723867650
543,rongelap,11.1635,166.8941,28.61,77,58,5.57,MH,1723867652
544,ryotsu-minato,38.0833,138.4333,28.41,78,13,2.75,JP,1723867653
545,mohr,54.3528,9.7167,13.97,94,82,0.51,DE,1723867654
546,tromso,69.6496,18.957,12.01,82,40,5.14,NO,1723867656
547,i-n-salah,27.1935,2.4607,33.81,31,2,2.77,DZ,1723867658
548,taroa,8.7058,171.2275,28.79,76,93,6.71,MH,1723867659
549,aginskoye,51.1,114.53,20.59,57,100,4.56,RU,1723867660
550,dhidhdhoo,6.8833,73.1,27.1,81,100,12.59,MV,1723867662
551,darnah,32.767,22.6367,27.42,77,0,8.81,LY,1723867663
552,sabha,27.0377,14.4283,29.94,28,6,2.45,LY,1723867667
553,freeport,40.6576,-73.5832,22.99,88,75,3.6,US,1723867668
554,tocopilla,-22.092,-70.1979,16.33,81,28,1.68,CL,1723867670
555,manokwari,-0.8667,134.0833,29.1,66,19,3.54,ID,1723867671
556,sterling,39.0062,-77.4286,26.16,67,100,4.12,US,1723867672
557,katabu,-4.9333,122.5167,32.84,34,5,3.25,ID,1723867674
558,komatipoort,-25.4332,31.9548,15.78,55,0,1.73,ZA,1723867676
559,nouadhibou,20.931,-17.0347,22.99,83,27,3.09,MR,1723867678
560,cabinda,-5.55,12.2,21.4,97,61,2.11,AO,1723867679
561,nizhniy lomov,53.5304,43.6766,14.41,67,38,3.8,RU,1723867630
562,tyukhtet,56.5389,89.3011,20.19,76,72,2.87,RU,1723867682
563,qusmuryn,52.4503,64.6311,16.94,63,22,4.71,KZ,1723867683
564,pimentel,-6.8367,-79.9342,16.16,82,0,4.12,PE,1723867684
565,trincomalee,8.5711,81.2335,29.61,73,75,8.4,LK,1723867686
566,carlsbad,33.1581,-117.3506,22.11,86,100,2.06,US,1723867687
567,natal,-5.795,-35.2094,21.99,77,34,4.31,BR,1723867688
568,baker city,44.7749,-117.8344,18.84,48,0,3.09,US,1723867690
569,ad dilam,23.9915,47.1627,35.3,12,83,0.79,SA,1723867691
570,novosokol'niki,56.3463,30.1578,16.9,94,100,2.61,RU,1723867692
571,hassi messaoud,31.6804,6.0729,30.78,30,0,3.31,DZ,1723867694
572,izhmorskiy,56.194,86.6414,20.19,68,3,3.64,RU,1723867696
573,nizhneangarsk,55.7833,109.55,18.43,55,0,1.26,RU,1723867698
574,soma,39.1855,27.6094,17.52,90,0,3.99,TR,1723867699
575,pico truncado,-46.7949,-67.9573,3.36,70,99,1.67,AR,1723867700
